panel,kx_rhoi,code,t_vti_over_a,response
b,0.07,GENE,1210.0,0.02295285359801491
b,0.07,GENE,1212.0,0.022446650124069482
b,0.07,GENE,1214.0,0.019632754342431624
b,0.07,GENE,1216.0,0.019230769230769162
b,0.07,GENE,1218.0,0.019230769230769162
b,0.07,GENE,1220.0,0.019230769230769162
b,0.07,GENE,1222.0,0.019230769230769162
b,0.07,GENE,1224.0,0.019230769230769162
b,0.07,GENE,1226.0,0.019230769230769162
b,0.07,GENE,1228.0,0.019230769230769162
b,0.07,GENE,1230.0,0.019230769230769162
b,0.07,GENE,1232.0,0.01845359801488826
b,0.07,GENE,1234.0,0.017609429280396945
b,0.07,GENE,1236.0,0.016765260545905634
b,0.07,GENE,1238.0,0.015921091811414323
b,0.07,GENE,1240.0,0.015076923076923012
b,0.07,GENE,1242.0,0.014232754342431701
b,0.07,GENE,1244.0,0.013388585607940389
b,0.07,GENE,1246.0,0.012544416873449078
b,0.07,GENE,1248.0,0.011700248138957767
b,0.07,GENE,1250.0,0.010856079404466455
b,0.07,GENE,1252.0,0.010011910669975144
b,0.07,GENE,1254.0,0.009167741935483833
b,0.07,GENE,1256.0,0.00832357320099252
b,0.07,GENE,1258.0,0.01001488833746894
b,0.07,GENE,1260.0,0.011786600496277888
b,0.07,GENE,1262.0,0.011786600496277888
b,0.07,GENE,1264.0,0.011786600496277888
b,0.07,GENE,1266.0,0.010766749379652682
b,0.07,GENE,1268.0,0.009359801488833792
b,0.07,GENE,1270.0,0.008064516129032251
b,0.07,GENE,1272.0,0.008064516129032251
b,0.07,GENE,1274.0,0.008064516129032251
b,0.07,GENE,1276.0,0.008064516129032251
b,0.07,GENE,1278.0,0.008064516129032251
b,0.07,GENE,1280.0,0.008064516129032251
b,0.07,GENE,1282.0,0.00695533498759294
b,0.07,GENE,1284.0,0.005548387096774103
b,0.07,GENE,1286.0,0.004342431761786614
b,0.07,GENE,1288.0,0.004342431761786614
b,0.07,GENE,1290.0,0.004342431761786614
b,0.07,GENE,1292.0,0.004342431761786614
b,0.07,GENE,1294.0,0.004342431761786614
b,0.07,GENE,1296.0,0.004342431761786614
b,0.07,GENE,1298.0,0.004342431761786614
b,0.07,GENE,1300.0,0.004342431761786614
b,0.07,GENE,1302.0,0.004342431761786614
b,0.07,GENE,1304.0,0.004342431761786614
b,0.07,GENE,1306.0,0.004342431761786614
b,0.07,GENE,1308.0,0.004342431761786614
b,0.07,GENE,1310.0,0.004342431761786614
b,0.07,GENE,1312.0,0.004342431761786614
b,0.07,GENE,1314.0,0.00047890818858554014
b,0.07,GENE,1316.0,-0.0011573200992556433
b,0.07,GENE,1318.0,-0.0010166253101737497
b,0.07,GENE,1320.0,-0.0008759305210918561
b,0.07,GENE,1322.0,-0.0007352357320099625
b,0.07,GENE,1324.0,-0.0005945409429280689
b,0.07,GENE,1326.0,-0.00045384615384617527
b,0.07,GENE,1328.0,-0.0003131513647642816
b,0.07,GENE,1330.0,-0.00017245657568238802
b,0.07,GENE,1332.0,-3.17617866004944e-05
b,0.07,GENE,1334.0,0.00010893300248139922
b,0.07,GENE,1336.0,0.00024962779156329287
b,0.07,GENE,1338.0,0.00039032258064518647
b,0.07,GENE,1340.0,0.0005310173697270801
b,0.07,GENE,1342.0,0.0006203473945409765
b,0.07,GENE,1344.0,0.0006203473945409765
b,0.07,GENE,1346.0,0.0006203473945409765
b,0.07,GENE,1348.0,0.0006203473945409765
b,0.07,GENE,1350.0,0.0006203473945409765
b,0.07,GENE,1352.0,0.0006203473945409765
b,0.07,GENE,1354.0,0.0006203473945409765
b,0.07,GENE,1356.0,0.0006203473945409765
b,0.07,GENE,1358.0,0.0006203473945409765
b,0.07,GENE,1360.0,0.0006203473945409765
b,0.07,GENE,1362.0,0.0006203473945409765
b,0.07,GENE,1364.0,0.0006203473945409765
b,0.07,GENE,1366.0,0.0006203473945409765
b,0.07,GENE,1368.0,0.0006203473945409765
b,0.07,GENE,1370.0,0.0006203473945409765
b,0.07,GENE,1372.0,0.0006203473945409765
b,0.07,GENE,1374.0,0.0006203473945409765
b,0.07,GENE,1376.0,0.0006203473945409765
b,0.07,GENE,1378.0,0.0006203473945409765
b,0.07,GENE,1380.0,0.0006203473945409765
b,0.07,GENE,1382.0,0.0006203473945409765
b,0.07,GENE,1384.0,0.0006203473945409765
b,0.07,GENE,1386.0,0.0006203473945409765
b,0.07,GENE,1388.0,0.0018560794044665673
b,0.07,GENE,1390.0,0.0032630272952853794
b,0.07,GENE,1392.0,0.004342431761786614
b,0.07,GENE,1394.0,0.004342431761786614
b,0.07,GENE,1396.0,0.004342431761786614
b,0.07,GENE,1398.0,0.00441755019174376
b,0.07,GENE,1400.0,0.0045454545454545565
b,0.07,GENE,1402.0,0.004673358899165353
b,0.07,GENE,1404.0,0.00480126325287615
b,0.07,GENE,1406.0,0.0049291676065869455
b,0.07,GENE,1408.0,0.005057071960297742
b,0.07,GENE,1410.0,0.005184976314008539
b,0.07,GENE,1412.0,0.005312880667719335
b,0.07,GENE,1414.0,0.005440785021430132
b,0.07,GENE,1416.0,0.005568689375140928
b,0.07,GENE,1418.0,0.005696593728851724
b,0.07,GENE,1420.0,0.005824498082562521
b,0.07,GENE,1422.0,0.005952402436273318
b,0.07,GENE,1424.0,0.0060803067899841134
b,0.07,GENE,1426.0,0.006203473945409321
b,0.07,GENE,1428.0,0.006203473945409321
b,0.07,GENE,1430.0,0.007208436724565662
b,0.07,GENE,1432.0,0.008064516129032251
b,0.07,GENE,1434.0,0.008064516129032251
b,0.07,GENE,1436.0,0.008064516129032251
b,0.07,GENE,1438.0,0.008064516129032251
b,0.07,GENE,1440.0,0.008064516129032251
b,0.07,GENE,1442.0,0.008064516129032251
b,0.07,GENE,1444.0,0.008064516129032251
b,0.07,GENE,1446.0,0.008064516129032251
b,0.07,GENE,1448.0,0.008064516129032251
b,0.07,GENE,1450.0,0.008064516129032251
b,0.07,GENE,1452.0,0.008064516129032251
b,0.07,GENE,1454.0,0.008064516129032251
b,0.07,GENE,1456.0,0.008064516129032251
b,0.07,GENE,1458.0,0.008064516129032251
b,0.07,GENE,1460.0,0.008064516129032251
b,0.07,GENE,1462.0,0.008064516129032251
b,0.07,GENE,1464.0,0.008794044665012357
b,0.07,GENE,1466.0,0.010200992555831245
b,0.07,GENE,1468.0,0.011607940446650134
b,0.07,GENE,1470.0,0.011786600496277888
b,0.07,GENE,1472.0,0.011786600496277888
b,0.07,GENE,1474.0,0.011786600496277888
b,0.07,GENE,1476.0,0.011786600496277888
b,0.07,GENE,1478.0,0.011786600496277888
b,0.07,GENE,1480.0,0.011786600496277888
b,0.07,GENE,1482.0,0.011968982630272988
b,0.07,GENE,1484.0,0.012672456575682408
b,0.07,GENE,1486.0,0.013375930521091829
b,0.07,GENE,1488.0,0.01407940446650125
b,0.07,GENE,1490.0,0.014782878411910668
b,0.07,GENE,1492.0,0.015486352357320089
b,0.07,GENE,1494.0,0.01618982630272951
b,0.07,GENE,1496.0,0.01689330024813893
b,0.07,GENE,1498.0,0.01759677419354835
b,0.07,GENE,1500.0,0.01830024813895777
b,0.07,GENE,1502.0,0.01900372208436719
b,0.07,GENE,1504.0,0.01970719602977661
b,0.07,GENE,1506.0,0.02041066997518603
b,0.07,GENE,1508.0,0.020957816377171177
b,0.07,GENE,1510.0,0.016736972704714873
b,0.07,GENE,1512.0,0.015508684863523525
b,0.07,GENE,1514.0,0.015508684863523525
b,0.07,GENE,1516.0,0.015508684863523525
b,0.07,GENE,1518.0,0.015508684863523525
b,0.07,GENE,1520.0,0.015508684863523525
b,0.07,GENE,1522.0,0.015508684863523525
b,0.07,GENE,1524.0,0.0156426799007445
b,0.07,GENE,1526.0,0.01704962779156335
b,0.07,GENE,1528.0,0.018456575682382164
b,0.07,GENE,1530.0,0.019230769230769162
b,0.07,GENE,1532.0,0.019230769230769162
b,0.07,GENE,1534.0,0.019230769230769162
b,0.07,GENE,1536.0,0.019230769230769162
b,0.07,GENE,1538.0,0.019230769230769162
b,0.07,GENE,1540.0,0.019230769230769162
b,0.07,GENE,1542.0,0.019230769230769162
b,0.07,GENE,1544.0,0.019230769230769162
b,0.07,GENE,1546.0,0.019230769230769162
b,0.07,GENE,1548.0,0.019230769230769162
b,0.07,GENE,1550.0,0.019230769230769162
b,0.07,GENE,1552.0,0.019230769230769162
b,0.07,GENE,1554.0,0.019230769230769162
b,0.07,GENE,1556.0,0.019230769230769162
b,0.07,GENE,1558.0,0.019230769230769162
b,0.07,GENE,1560.0,0.019230769230769162
b,0.07,GENE,1562.0,0.019230769230769162
b,0.07,GENE,1564.0,0.018158808933002174
b,0.07,GENE,1566.0,0.013937965260545594
b,0.07,GENE,1568.0,0.014171712158809044
b,0.07,GENE,1570.0,0.01473449131513657
b,0.07,GENE,1572.0,0.015297270471464099
b,0.07,GENE,1574.0,0.015860049627791625
b,0.07,GENE,1576.0,0.016422828784119152
b,0.07,GENE,1578.0,0.016985607940446682
b,0.07,GENE,1580.0,0.01754838709677421
b,0.07,GENE,1582.0,0.018111166253101735
b,0.07,GENE,1584.0,0.018673945409429266
b,0.07,GENE,1586.0,0.019236724565756792
b,0.07,GENE,1588.0,0.01979950372208432
b,0.07,GENE,1590.0,0.020362282878411846
b,0.07,GENE,1592.0,0.020925062034739376
b,0.07,GENE,1594.0,0.02010173697270471
b,0.07,GENE,1596.0,0.019230769230769162
b,0.07,GENE,1598.0,0.019230769230769162
b,0.07,GENE,1600.0,0.019230769230769162
b,0.07,GENE,1602.0,0.019230769230769162
b,0.07,GENE,1604.0,0.019230769230769162
b,0.07,GENE,1606.0,0.019230769230769162
b,0.07,GENE,1608.0,0.019230769230769162
b,0.07,GENE,1610.0,0.019230769230769162
b,0.07,GENE,1612.0,0.019230769230769162
b,0.07,GENE,1614.0,0.019230769230769162
b,0.07,GENE,1616.0,0.019230769230769162
b,0.07,GENE,1618.0,0.019230769230769162
b,0.07,GENE,1620.0,0.019230769230769162
b,0.07,GENE,1622.0,0.019230769230769162
b,0.07,GENE,1624.0,0.019230769230769162
b,0.07,GENE,1626.0,0.019230769230769162
b,0.07,GENE,1628.0,0.019230769230769162
b,0.07,GENE,1630.0,0.019230769230769162
b,0.07,GENE,1632.0,0.019230769230769162
b,0.07,GENE,1634.0,0.019230769230769162
b,0.07,GENE,1636.0,0.019230769230769162
b,0.07,GENE,1638.0,0.019230769230769162
b,0.07,GENE,1640.0,0.019230769230769162
b,0.07,GENE,1642.0,0.019230769230769162
b,0.07,GENE,1644.0,0.019230769230769162
b,0.07,GENE,1646.0,0.019230769230769162
b,0.07,GENE,1648.0,0.019230769230769162
b,0.07,GENE,1650.0,0.019230769230769162
b,0.07,GENE,1652.0,0.019230769230769162
b,0.07,GENE,1654.0,0.019230769230769162
b,0.07,GENE,1656.0,0.019230769230769162
b,0.07,GENE,1658.0,0.019230769230769162
b,0.07,GENE,1660.0,0.019230769230769162
b,0.07,GENE,1662.0,0.019230769230769162
b,0.07,GENE,1664.0,0.019230769230769162
b,0.07,GENE,1666.0,0.019230769230769162
b,0.07,GENE,1668.0,0.019230769230769162
b,0.07,GENE,1670.0,0.019230769230769162
b,0.07,GENE,1672.0,0.019230769230769162
b,0.07,GENE,1674.0,0.019230769230769162
b,0.07,GENE,1676.0,0.019230769230769162
b,0.07,GENE,1678.0,0.019230769230769162
b,0.07,GENE,1680.0,0.019230769230769162
b,0.07,GENE,1682.0,0.019230769230769162
b,0.07,GENE,1684.0,0.019230769230769162
b,0.07,GENE,1686.0,0.019230769230769162
b,0.07,GENE,1688.0,0.019230769230769162
b,0.07,GENE,1690.0,0.019230769230769162
b,0.07,GENE,1692.0,0.019230769230769162
b,0.07,GENE,1694.0,0.019230769230769162
b,0.07,GENE,1696.0,0.019230769230769162
b,0.07,GENE,1698.0,0.019230769230769162
b,0.07,GENE,1700.0,0.019230769230769162
b,0.07,GENE,1702.0,0.019230769230769162
b,0.07,GENE,1704.0,0.019230769230769162
b,0.07,GENE,1706.0,0.019230769230769162
b,0.07,GENE,1708.0,0.019230769230769162
b,0.07,GENE,1710.0,0.018523573200992568
b,0.07,GENE,1712.0,0.017369727047146455
b,0.07,GENE,1714.0,0.017369727047146455
b,0.07,GENE,1716.0,0.016163771712158822
b,0.07,GENE,1718.0,0.015508684863523525
b,0.07,GENE,1720.0,0.015508684863523525
b,0.07,GENE,1722.0,0.015508684863523525
b,0.07,GENE,1724.0,0.015508684863523525
b,0.07,GENE,1726.0,0.015508684863523525
b,0.07,GENE,1728.0,0.015508684863523525
b,0.07,GENE,1730.0,0.015508684863523525
b,0.07,GENE,1732.0,0.015508684863523525
b,0.07,GENE,1734.0,0.015508684863523525
b,0.07,GENE,1736.0,0.015508684863523525
b,0.07,GENE,1738.0,0.015508684863523525
b,0.07,GENE,1740.0,0.015508684863523525
b,0.07,GENE,1742.0,0.015508684863523525
b,0.07,GENE,1744.0,0.015508684863523525
b,0.07,GENE,1746.0,0.015508684863523525
b,0.07,GENE,1748.0,0.015508684863523525
b,0.07,GENE,1750.0,0.015508684863523525
b,0.07,GENE,1752.0,0.015508684863523525
b,0.07,GENE,1754.0,0.015508684863523525
b,0.07,GENE,1756.0,0.015508684863523525
b,0.07,GENE,1758.0,0.015508684863523525
b,0.07,GENE,1760.0,0.015508684863523525
b,0.07,GENE,1762.0,0.015508684863523525
b,0.07,GENE,1764.0,0.015508684863523525
b,0.07,GENE,1766.0,0.015508684863523525
b,0.07,GENE,1768.0,0.015508684863523525
b,0.07,GENE,1770.0,0.015508684863523525
b,0.07,GENE,1772.0,0.015508684863523525
b,0.07,GENE,1774.0,0.015508684863523525
b,0.07,GENE,1776.0,0.014898263027295187
b,0.07,GENE,1778.0,0.013491315136476376
b,0.07,GENE,1780.0,0.012084367245657524
b,0.07,GENE,1782.0,0.011786600496277888
b,0.07,GENE,1784.0,0.011786600496277888
b,0.07,GENE,1786.0,0.011786600496277888
b,0.07,GENE,1788.0,0.011786600496277888
b,0.07,GENE,1790.0,0.011786600496277888
b,0.07,GENE,1792.0,0.011786600496277888
b,0.07,GENE,1794.0,0.011786600496277888
b,0.07,GENE,1796.0,0.011786600496277888
b,0.07,GENE,1798.0,0.011786600496277888
b,0.07,GENE,1800.0,0.011786600496277888
b,0.07,GENE,1802.0,0.011786600496277888
b,0.07,GENE,1804.0,0.011786600496277888
b,0.07,GENE,1806.0,0.011786600496277888
b,0.07,GENE,1808.0,0.011786600496277888
b,0.07,GENE,1810.0,0.011786600496277888
b,0.07,GENE,1812.0,0.011786600496277888
b,0.07,GENE,1814.0,0.011786600496277888
b,0.07,GENE,1816.0,0.011786600496277888
b,0.07,GENE,1818.0,0.01175208662305433
b,0.07,GENE,1820.0,0.011624182269343527
b,0.07,GENE,1822.0,0.011496277915632723
b,0.07,GENE,1824.0,0.01136837356192192
b,0.07,GENE,1826.0,0.011240469208211114
b,0.07,GENE,1828.0,0.011112564854500311
b,0.07,GENE,1830.0,0.010984660500789507
b,0.07,GENE,1832.0,0.010856756147078702
b,0.07,GENE,1834.0,0.010728851793367898
b,0.07,GENE,1836.0,0.010600947439657095
b,0.07,GENE,1838.0,0.010473043085946291
b,0.07,GENE,1840.0,0.010345138732235486
b,0.07,GENE,1842.0,0.010217234378524682
b,0.07,GENE,1844.0,0.010089330024813879
b,0.07,GENE,1846.0,0.009961425671103074
b,0.07,GENE,1848.0,0.00992555831265507
b,0.07,GENE,1850.0,0.009367245657568336
b,0.07,GENE,1852.0,0.008064516129032251
b,0.07,GENE,1854.0,0.008064516129032251
b,0.07,GENE,1856.0,0.008064516129032251
b,0.07,GENE,1858.0,0.008064516129032251
b,0.07,GENE,1860.0,0.008064516129032251
b,0.07,GENE,1862.0,0.008064516129032251
b,0.07,GENE,1864.0,0.008064516129032251
b,0.07,GENE,1866.0,0.008064516129032251
b,0.07,GENE,1868.0,0.008064516129032251
b,0.07,GENE,1870.0,0.008064516129032251
b,0.07,GENE,1872.0,0.008064516129032251
b,0.07,GENE,1874.0,0.008064516129032251
b,0.07,GENE,1876.0,0.008064516129032251
b,0.07,GENE,1878.0,0.008064516129032251
b,0.07,GENE,1880.0,0.008064516129032251
b,0.07,GENE,1882.0,0.008064516129032251
b,0.07,GENE,1884.0,0.008064516129032251
b,0.07,GENE,1886.0,0.008064516129032251
b,0.07,GENE,1888.0,0.008064516129032251
b,0.07,GENE,1890.0,0.008064516129032251
b,0.07,GENE,1892.0,0.008064516129032251
b,0.07,GENE,1894.0,0.008064516129032251
b,0.07,GENE,1896.0,0.008064516129032251
b,0.07,GENE,1898.0,0.008064516129032251
b,0.07,GENE,1900.0,0.008064516129032251
b,0.07,GENE,1902.0,0.008064516129032251
b,0.07,GENE,1904.0,0.008064516129032251
b,0.07,GENE,1906.0,0.008064516129032251
b,0.07,GENE,1908.0,0.008064516129032251
b,0.07,GENE,1910.0,0.008064516129032251
b,0.07,GENE,1912.0,0.008064516129032251
b,0.07,GENE,1914.0,0.008064516129032251
b,0.07,GENE,1916.0,0.008064516129032251
b,0.07,GENE,1918.0,0.008064516129032251
b,0.07,GENE,1920.0,0.008064516129032251
b,0.07,GENE,1922.0,0.008064516129032251
b,0.07,GENE,1924.0,0.008064516129032251
b,0.07,GENE,1926.0,0.008064516129032251
b,0.07,GENE,1928.0,0.008064516129032251
b,0.07,GENE,1930.0,0.008064516129032251
b,0.07,GENE,1932.0,0.008064516129032251
b,0.07,GENE,1934.0,0.008064516129032251
b,0.07,GENE,1936.0,0.008064516129032251
b,0.07,GENE,1938.0,0.008064516129032251
b,0.07,GENE,1940.0,0.008064516129032251
b,0.07,GENE,1942.0,0.008064516129032251
b,0.07,GENE,1944.0,0.008064516129032251
b,0.07,GENE,1946.0,0.009158808933002568
b,0.07,GENE,1948.0,0.00992555831265507
b,0.07,GENE,1950.0,0.00992555831265507
b,0.07,GENE,1952.0,0.00992555831265507
b,0.07,GENE,1954.0,0.00992555831265507
b,0.07,GENE,1956.0,0.00992555831265507
b,0.07,GENE,1958.0,0.010156327543424305
b,0.07,GENE,1960.0,0.011563275434243195
b,0.07,GENE,1962.0,0.011786600496277888
b,0.07,GENE,1964.0,0.011786600496277888
b,0.07,GENE,1966.0,0.011786600496277888
b,0.07,GENE,1968.0,0.011786600496277888
b,0.07,GENE,1970.0,0.011786600496277888
b,0.07,GENE,1972.0,0.011786600496277888
b,0.07,GENE,1974.0,0.011786600496277888
b,0.07,GENE,1976.0,0.011786600496277888
b,0.07,GENE,1978.0,0.011786600496277888
b,0.07,GENE,1980.0,0.011786600496277888
b,0.07,GENE,1982.0,0.011786600496277888
b,0.07,GENE,1984.0,0.011786600496277888
b,0.07,GENE,1986.0,0.006516129032257843
b,0.07,GENE,1988.0,0.004342431761786614
b,0.07,GENE,1990.0,0.004342431761786614
b,0.07,GENE,1992.0,0.004342431761786614
b,0.07,GENE,1994.0,0.004342431761786614
b,0.07,GENE,1996.0,0.004342431761786614
b,0.07,GENE,1998.0,0.004342431761786614
b,0.07,GENE,2000.0,0.004342431761786614
c,0.1,stella,0.0,0.8864764267990074
c,0.1,stella,2.0,0.8864764267990074
c,0.1,stella,4.0,0.8626550868486352
c,0.1,stella,6.0,0.8399503722084367
c,0.1,stella,8.0,0.8388784119106699
c,0.1,stella,10.0,0.8051116625310174
c,0.1,stella,12.0,0.7813200992555831
c,0.1,stella,14.0,0.7556451612903226
c,0.1,stella,16.0,0.7198461538461539
c,0.1,stella,18.0,0.6748238213399503
c,0.1,stella,20.0,0.663151364764268
c,0.1,stella,22.0,0.6625632754342432
c,0.1,stella,24.0,0.6610223325062036
c,0.1,stella,26.0,0.6582084367245657
c,0.1,stella,28.0,0.651047146401985
c,0.1,stella,30.0,0.6413399503722084
c,0.1,stella,32.0,0.6311563275434243
c,0.1,stella,34.0,0.6283424317617866
c,0.1,stella,36.0,0.6255285359801489
c,0.1,stella,38.0,0.6240694789081886
c,0.1,stella,40.0,0.6240694789081886
c,0.1,stella,42.0,0.6240694789081886
c,0.1,stella,44.0,0.6240694789081886
c,0.1,stella,46.0,0.6089057071960297
c,0.1,stella,48.0,0.5839156327543423
c,0.1,stella,50.0,0.5782878411910669
c,0.1,stella,52.0,0.5738808933002482
c,0.1,stella,54.0,0.572727047146402
c,0.1,stella,56.0,0.5738213399503722
c,0.1,stella,58.0,0.5738213399503722
c,0.1,stella,60.0,0.5712903225806452
c,0.1,stella,62.0,0.5684764267990075
c,0.1,stella,64.0,0.5656625310173697
c,0.1,stella,66.0,0.562848635235732
c,0.1,stella,68.0,0.553483870967742
c,0.1,stella,70.0,0.5444913151364764
c,0.1,stella,72.0,0.5239900744416873
c,0.1,stella,74.0,0.4733399503722085
c,0.1,stella,76.0,0.46875434243176184
c,0.1,stella,78.0,0.46594044665012413
c,0.1,stella,80.0,0.46446650124069483
c,0.1,stella,82.0,0.4658734491315137
c,0.1,stella,84.0,0.4644813895781638
c,0.1,stella,86.0,0.4621290322580645
c,0.1,stella,88.0,0.4593151364764268
c,0.1,stella,90.0,0.4564640198511167
c,0.1,stella,92.0,0.45224317617866006
c,0.1,stella,94.0,0.4460421836228287
c,0.1,stella,96.0,0.43900744416873444
c,0.1,stella,98.0,0.43189081885856073
c,0.1,stella,100.0,0.42344913151364766
c,0.1,stella,102.0,0.4015558312655086
c,0.1,stella,104.0,0.37830769230769223
c,0.1,stella,106.0,0.36140942928039693
c,0.1,stella,108.0,0.35859553349875933
c,0.1,stella,110.0,0.35794044665012414
c,0.1,stella,112.0,0.35668982630272955
c,0.1,stella,114.0,0.3540471464019851
c,0.1,stella,116.0,0.35264019851116624
c,0.1,stella,118.0,0.348985111662531
c,0.1,stella,120.0,0.3427543424317617
c,0.1,stella,122.0,0.3343126550868486
c,0.1,stella,124.0,0.32587096774193547
c,0.1,stella,126.0,0.3174292803970223
c,0.1,stella,128.0,0.3097022332506203
c,0.1,stella,130.0,0.30188585607940444
c,0.1,stella,132.0,0.2906302729528536
c,0.1,stella,134.0,0.2781612903225806
c,0.1,stella,136.0,0.2654987593052109
c,0.1,stella,138.0,0.2543622828784119
c,0.1,stella,140.0,0.24873449131513656
c,0.1,stella,142.0,0.24562282878411917
c,0.1,stella,144.0,0.24280893300248138
c,0.1,stella,146.0,0.23894540942928033
c,0.1,stella,148.0,0.2319106699751861
c,0.1,stella,150.0,0.2248759305210918
c,0.1,stella,152.0,0.21699255583126556
c,0.1,stella,154.0,0.2089454094292805
c,0.1,stella,156.0,0.2019106699751861
c,0.1,stella,158.0,0.1948759305210918
c,0.1,stella,160.0,0.1878411910669975
c,0.1,stella,162.0,0.17948883374689825
c,0.1,stella,164.0,0.1682332506203474
c,0.1,stella,166.0,0.1555856079404466
c,0.1,stella,168.0,0.14761290322580645
c,0.1,stella,170.0,0.14246898263027297
c,0.1,stella,172.0,0.1382481389578163
c,0.1,stella,174.0,0.13402729528535973
c,0.1,stella,176.0,0.12882382133995038
c,0.1,stella,178.0,0.12319602977667497
c,0.1,stella,180.0,0.11756823821339939
c,0.1,stella,182.0,0.11194044665012401
c,0.1,stella,184.0,0.10425806451612898
c,0.1,stella,186.0,0.09696277915632748
c,0.1,stella,188.0,0.09133498759305196
c,0.1,stella,190.0,0.08570719602977661
c,0.1,stella,192.0,0.08007940446650118
c,0.1,stella,194.0,0.07445161290322573
c,0.1,stella,196.0,0.06866004962779149
c,0.1,stella,198.0,0.06162531017369727
c,0.1,stella,200.0,0.055707196029776626
c,0.1,stella,202.0,0.05074193548387091
c,0.1,stella,204.0,0.046521091811414374
c,0.1,stella,206.0,0.0423002481389578
c,0.1,stella,208.0,0.038079404466501265
c,0.1,stella,210.0,0.033151364764267985
c,0.1,stella,212.0,0.027776674937965214
c,0.1,stella,214.0,0.023555831265508684
c,0.1,stella,216.0,0.019334987593052116
c,0.1,stella,218.0,0.015114143920595518
c,0.1,stella,220.0,0.011191066997518572
c,0.1,stella,222.0,0.008377171215880856
c,0.1,stella,224.0,0.005563275434243165
c,0.1,stella,226.0,0.0019528535980148378
c,0.1,stella,228.0,-0.0019255583126551775
c,0.1,stella,230.0,-0.004739454094292864
c,0.1,stella,232.0,-0.007553349875930578
c,0.1,stella,234.0,-0.011208436724565852
c,0.1,stella,236.0,-0.014655086848635325
c,0.1,stella,238.0,-0.016062034739454098
c,0.1,stella,240.0,-0.020148883374689893
c,0.1,stella,242.0,-0.023483870967741904
c,0.1,stella,244.0,-0.026297766749379548
c,0.1,stella,246.0,-0.029111662531017404
c,0.1,stella,248.0,-0.030540942928039817
c,0.1,stella,250.0,-0.03287841191066998
c,0.1,stella,252.0,-0.03521588089330015
c,0.1,stella,254.0,-0.036622828784119106
c,0.1,stella,256.0,-0.038029776674937864
c,0.1,stella,258.0,-0.040411910669975175
c,0.1,stella,260.0,-0.04270471464019855
c,0.1,stella,262.0,-0.0441116625310173
c,0.1,stella,264.0,-0.04551861042183625
c,0.1,stella,266.0,-0.04692555831265507
c,0.1,stella,268.0,-0.04833250620347391
c,0.1,stella,270.0,-0.04973945409429283
c,0.1,stella,272.0,-0.05114640198511158
c,0.1,stella,274.0,-0.051488833746898166
c,0.1,stella,276.0,-0.05209925558312648
c,0.1,stella,278.0,-0.05350620347394543
c,0.1,stella,280.0,-0.05491315136476437
c,0.1,stella,282.0,-0.055210918114144025
c,0.1,stella,284.0,-0.055210918114144025
c,0.1,stella,286.0,-0.05541191066997527
c,0.1,stella,288.0,-0.05681885856079405
c,0.1,stella,290.0,-0.05707196029776673
c,0.1,stella,292.0,-0.05777171215880887
c,0.1,stella,294.0,-0.05893300248138944
c,0.1,stella,296.0,-0.05893300248138944
c,0.1,stella,298.0,-0.05893300248138944
c,0.1,stella,300.0,-0.05893300248138944
c,0.1,stella,302.0,-0.05893300248138944
c,0.1,stella,304.0,-0.05893300248138944
c,0.1,stella,306.0,-0.05768982630272948
c,0.1,stella,308.0,-0.05707196029776673
c,0.1,stella,310.0,-0.05673697270471464
c,0.1,stella,312.0,-0.055330024813895866
c,0.1,stella,314.0,-0.055210918114144025
c,0.1,stella,316.0,-0.055210918114144025
c,0.1,stella,318.0,-0.055210918114144025
c,0.1,stella,320.0,-0.055210918114144025
c,0.1,stella,322.0,-0.055210918114144025
c,0.1,stella,324.0,-0.05345409429280398
c,0.1,stella,326.0,-0.051488833746898166
c,0.1,stella,328.0,-0.051488833746898166
c,0.1,stella,330.0,-0.051488833746898166
c,0.1,stella,332.0,-0.05056575682382129
c,0.1,stella,334.0,-0.04868982630272955
c,0.1,stella,336.0,-0.04590570719602982
c,0.1,stella,338.0,-0.04590570719602982
c,0.1,stella,340.0,-0.04397022332506209
c,0.1,stella,342.0,-0.04166997518610431
c,0.1,stella,344.0,-0.040263027295285525
c,0.1,stella,346.0,-0.03885607940446644
c,0.1,stella,348.0,-0.03744913151364756
c,0.1,stella,350.0,-0.03548387096774188
c,0.1,stella,352.0,-0.03287841191066998
c,0.1,stella,354.0,-0.03287841191066998
c,0.1,stella,356.0,-0.031821339950372285
c,0.1,stella,358.0,-0.029811414392059688
c,0.1,stella,360.0,-0.027146401985111753
c,0.1,stella,362.0,-0.025739454094292673
c,0.1,stella,364.0,-0.024332506203473832
c,0.1,stella,366.0,-0.02227791563275429
c,0.1,stella,368.0,-0.01965756823821339
c,0.1,stella,370.0,-0.018250620347394584
c,0.1,stella,372.0,-0.01684367245657569
c,0.1,stella,374.0,-0.015436724565756848
c,0.1,stella,376.0,-0.013791563275434307
c,0.1,stella,378.0,-0.010977667493796483
c,0.1,stella,380.0,-0.010545905707195935
c,0.1,stella,382.0,-0.009071960297766623
c,0.1,stella,384.0,-0.007389578163771642
c,0.1,stella,386.0,-0.01020347394540936
c,0.1,stella,388.0,-0.010545905707195935
c,0.1,stella,390.0,-0.010545905707195935
c,0.1,stella,392.0,-0.010218362282878311
